Id,Measure,ValueAttribute,Value,StringValue,Generatie,Geslacht,Migratieachtergrond,Perioden
2183040,M000167,None,230.0,,T001040,T001038,H008723,2007MM10
2183046,M000167,None,179.0,,T001040,T001038,H008723,2007MM11
2183052,M000167,None,108.0,,T001040,T001038,H008723,2007MM12
2183064,M000167,None,233.0,,T001040,T001038,H008723,2008MM01
2183070,M000167,None,216.0,,T001040,T001038,H008723,2008MM02
2183076,M000167,None,167.0,,T001040,T001038,H008723,2008MM03
2183082,M000167,None,182.0,,T001040,T001038,H008723,2008MM04
2183088,M000167,None,209.0,,T001040,T001038,H008723,2008MM05
2183094,M000167,None,177.0,,T001040,T001038,H008723,2008MM06
2183100,M000167,None,180.0,,T001040,T001038,H008723,2008MM07
2183106,M000167,None,215.0,,T001040,T001038,H008723,2008MM08
2183112,M000167,None,376.0,,T001040,T001038,H008723,2008MM09
2183118,M000167,None,199.0,,T001040,T001038,H008723,2008MM10
2183124,M000167,None,227.0,,T001040,T001038,H008723,2008MM11
2183130,M000167,None,125.0,,T001040,T001038,H008723,2008MM12
2183142,M000167,None,165.0,,T001040,T001038,H008723,2009MM01
2183148,M000167,None,159.0,,T001040,T001038,H008723,2009MM02
2183154,M000167,None,130.0,,T001040,T001038,H008723,2009MM03
2183160,M000167,None,188.0,,T001040,T001038,H008723,2009MM04
2183166,M000167,None,158.0,,T001040,T001038,H008723,2009MM05
2183172,M000167,None,217.0,,T001040,T001038,H008723,2009MM06
2183178,M000167,None,158.0,,T001040,T001038,H008723,2009MM07
2183184,M000167,None,208.0,,T001040,T001038,H008723,2009MM08
2183190,M000167,None,343.0,,T001040,T001038,H008723,2009MM09
2183196,M000167,None,240.0,,T001040,T001038,H008723,2009MM10
2183202,M000167,None,150.0,,T001040,T001038,H008723,2009MM11
2183208,M000167,None,133.0,,T001040,T001038,H008723,2009MM12
2183220,M000167,None,176.0,,T001040,T001038,H008723,2010MM01
2183226,M000167,None,188.0,,T001040,T001038,H008723,2010MM02
2183232,M000167,None,180.0,,T001040,T001038,H008723,2010MM03
2183238,M000167,None,161.0,,T001040,T001038,H008723,2010MM04
2183244,M000167,None,172.0,,T001040,T001038,H008723,2010MM05
2183250,M000167,None,246.0,,T001040,T001038,H008723,2010MM06
2183256,M000167,None,181.0,,T001040,T001038,H008723,2010MM07
2183262,M000167,None,340.0,,T001040,T001038,H008723,2010MM08
2183268,M000167,None,421.0,,T001040,T001038,H008723,2010MM09
2183274,M000167,None,295.0,,T001040,T001038,H008723,2010MM10
2183280,M000167,None,198.0,,T001040,T001038,H008723,2010MM11
2183286,M000167,None,162.0,,T001040,T001038,H008723,2010MM12
2183298,M000167,None,173.0,,T001040,T001038,H008723,2011MM01
2183304,M000167,None,219.0,,T001040,T001038,H008723,2011MM02
2183310,M000167,None,236.0,,T001040,T001038,H008723,2011MM03
2183316,M000167,None,155.0,,T001040,T001038,H008723,2011MM04
2183322,M000167,None,191.0,,T001040,T001038,H008723,2011MM05
2183328,M000167,None,179.0,,T001040,T001038,H008723,2011MM06
2183334,M000167,None,209.0,,T001040,T001038,H008723,2011MM07
2183340,M000167,None,428.0,,T001040,T001038,H008723,2011MM08
2183346,M000167,None,409.0,,T001040,T001038,H008723,2011MM09
2183352,M000167,None,231.0,,T001040,T001038,H008723,2011MM10
2183358,M000167,None,254.0,,T001040,T001038,H008723,2011MM11
2183364,M000167,None,158.0,,T001040,T001038,H008723,2011MM12
2183376,M000167,None,187.0,,T001040,T001038,H008723,2012MM01
2183382,M000167,None,231.0,,T001040,T001038,H008723,2012MM02
2183388,M000167,None,200.0,,T001040,T001038,H008723,2012MM03
2183394,M000167,None,161.0,,T001040,T001038,H008723,2012MM04
2183400,M000167,None,144.0,,T001040,T001038,H008723,2012MM05
2183406,M000167,None,161.0,,T001040,T001038,H008723,2012MM06
2183412,M000167,None,162.0,,T001040,T001038,H008723,2012MM07
2183418,M000167,None,406.0,,T001040,T001038,H008723,2012MM08
2183424,M000167,None,429.0,,T001040,T001038,H008723,2012MM09
2183430,M000167,None,244.0,,T001040,T001038,H008723,2012MM10
2183436,M000167,None,200.0,,T001040,T001038,H008723,2012MM11
2183442,M000167,None,112.0,,T001040,T001038,H008723,2012MM12
2183454,M000167,None,210.0,,T001040,T001038,H008723,2013MM01
2183460,M000167,None,232.0,,T001040,T001038,H008723,2013MM02
2183466,M000167,None,182.0,,T001040,T001038,H008723,2013MM03
2183472,M000167,None,151.0,,T001040,T001038,H008723,2013MM04
2183478,M000167,None,173.0,,T001040,T001038,H008723,2013MM05
2183484,M000167,None,163.0,,T001040,T001038,H008723,2013MM06
2183490,M000167,None,180.0,,T001040,T001038,H008723,2013MM07
2183496,M000167,None,347.0,,T001040,T001038,H008723,2013MM08
2183502,M000167,None,409.0,,T001040,T001038,H008723,2013MM09
2183508,M000167,None,270.0,,T001040,T001038,H008723,2013MM10
2183514,M000167,None,218.0,,T001040,T001038,H008723,2013MM11
2183520,M000167,None,149.0,,T001040,T001038,H008723,2013MM12
2183532,M000167,None,454.0,,T001040,T001038,H008723,2014MM01
2183538,M000167,None,386.0,,T001040,T001038,H008723,2014MM02
2183544,M000167,None,458.0,,T001040,T001038,H008723,2014MM03
2183550,M000167,None,387.0,,T001040,T001038,H008723,2014MM04
2183556,M000167,None,374.0,,T001040,T001038,H008723,2014MM05
2183562,M000167,None,322.0,,T001040,T001038,H008723,2014MM06
2183568,M000167,None,335.0,,T001040,T001038,H008723,2014MM07
2183574,M000167,None,406.0,,T001040,T001038,H008723,2014MM08
2183580,M000167,None,526.0,,T001040,T001038,H008723,2014MM09
2183586,M000167,None,391.0,,T001040,T001038,H008723,2014MM10
2183592,M000167,None,286.0,,T001040,T001038,H008723,2014MM11
2183598,M000167,None,221.0,,T001040,T001038,H008723,2014MM12
2183610,M000167,None,326.0,,T001040,T001038,H008723,2015MM01
2183616,M000167,None,304.0,,T001040,T001038,H008723,2015MM02
2183622,M000167,None,290.0,,T001040,T001038,H008723,2015MM03
2183628,M000167,None,282.0,,T001040,T001038,H008723,2015MM04
2183634,M000167,None,304.0,,T001040,T001038,H008723,2015MM05
2183640,M000167,None,304.0,,T001040,T001038,H008723,2015MM06
2183646,M000167,None,389.0,,T001040,T001038,H008723,2015MM07
2183652,M000167,None,485.0,,T001040,T001038,H008723,2015MM08
2183658,M000167,None,660.0,,T001040,T001038,H008723,2015MM09
2183664,M000167,None,387.0,,T001040,T001038,H008723,2015MM10
2183670,M000167,None,349.0,,T001040,T001038,H008723,2015MM11
2183676,M000167,None,199.0,,T001040,T001038,H008723,2015MM12
2183688,M000167,None,300.0,,T001040,T001038,H008723,2016MM01
2183694,M000167,None,392.0,,T001040,T001038,H008723,2016MM02
2183700,M000167,None,363.0,,T001040,T001038,H008723,2016MM03
2183706,M000167,None,291.0,,T001040,T001038,H008723,2016MM04
2183712,M000167,None,471.0,,T001040,T001038,H008723,2016MM05
2183718,M000167,None,440.0,,T001040,T001038,H008723,2016MM06
2183724,M000167,None,341.0,,T001040,T001038,H008723,2016MM07
2183730,M000167,None,636.0,,T001040,T001038,H008723,2016MM08
2183736,M000167,None,665.0,,T001040,T001038,H008723,2016MM09
2183742,M000167,None,477.0,,T001040,T001038,H008723,2016MM10
2183748,M000167,None,379.0,,T001040,T001038,H008723,2016MM11
2183754,M000167,None,277.0,,T001040,T001038,H008723,2016MM12
2183766,M000167,None,407.0,,T001040,T001038,H008723,2017MM01
2183772,M000167,None,421.0,,T001040,T001038,H008723,2017MM02
2183778,M000167,None,614.0,,T001040,T001038,H008723,2017MM03
2183784,M000167,None,410.0,,T001040,T001038,H008723,2017MM04
2183790,M000167,None,672.0,,T001040,T001038,H008723,2017MM05
2183796,M000167,None,564.0,,T001040,T001038,H008723,2017MM06
2183802,M000167,None,538.0,,T001040,T001038,H008723,2017MM07
2183808,M000167,None,811.0,,T001040,T001038,H008723,2017MM08
2183814,M000167,None,879.0,,T001040,T001038,H008723,2017MM09
2183820,M000167,None,708.0,,T001040,T001038,H008723,2017MM10
2183826,M000167,None,647.0,,T001040,T001038,H008723,2017MM11
2183832,M000167,None,382.0,,T001040,T001038,H008723,2017MM12
2183844,M000167,None,534.0,,T001040,T001038,H008723,2018MM01
2183850,M000167,None,663.0,,T001040,T001038,H008723,2018MM02
2183856,M000167,None,565.0,,T001040,T001038,H008723,2018MM03
2183862,M000167,None,558.0,,T001040,T001038,H008723,2018MM04
2183868,M000167,None,801.0,,T001040,T001038,H008723,2018MM05
2183874,M000167,None,625.0,,T001040,T001038,H008723,2018MM06
2183880,M000167,None,599.0,,T001040,T001038,H008723,2018MM07
2183886,M000167,None,1080.0,,T001040,T001038,H008723,2018MM08
2183892,M000167,None,1000.0,,T001040,T001038,H008723,2018MM09
2183898,M000167,None,883.0,,T001040,T001038,H008723,2018MM10
2183904,M000167,None,773.0,,T001040,T001038,H008723,2018MM11
2183910,M000167,None,584.0,,T001040,T001038,H008723,2018MM12
2183922,M000167,None,750.0,,T001040,T001038,H008723,2019MM01
2183928,M000167,None,757.0,,T001040,T001038,H008723,2019MM02
2183934,M000167,None,831.0,,T001040,T001038,H008723,2019MM03
2183940,M000167,None,764.0,,T001040,T001038,H008723,2019MM04
2183946,M000167,None,927.0,,T001040,T001038,H008723,2019MM05
2183952,M000167,None,722.0,,T001040,T001038,H008723,2019MM06
2183958,M000167,None,806.0,,T001040,T001038,H008723,2019MM07
2183964,M000167,None,1250.0,,T001040,T001038,H008723,2019MM08
2183970,M000167,None,1237.0,,T001040,T001038,H008723,2019MM09
2183976,M000167,None,972.0,,T001040,T001038,H008723,2019MM10
2183982,M000167,None,905.0,,T001040,T001038,H008723,2019MM11
2183988,M000167,None,502.0,,T001040,T001038,H008723,2019MM12
2184000,M000167,None,697.0,,T001040,T001038,H008723,2020MM01
2184006,M000167,None,855.0,,T001040,T001038,H008723,2020MM02
2184012,M000167,None,738.0,,T001040,T001038,H008723,2020MM03
2184018,M000167,None,422.0,,T001040,T001038,H008723,2020MM04
2184024,M000167,None,547.0,,T001040,T001038,H008723,2020MM05
2184030,M000167,None,778.0,,T001040,T001038,H008723,2020MM06
2184036,M000167,None,937.0,,T001040,T001038,H008723,2020MM07
2184042,M000167,None,1151.0,,T001040,T001038,H008723,2020MM08
2184048,M000167,None,1249.0,,T001040,T001038,H008723,2020MM09
2184054,M000167,None,934.0,,T001040,T001038,H008723,2020MM10
2184060,M000167,None,692.0,,T001040,T001038,H008723,2020MM11
2184066,M000167,None,477.0,,T001040,T001038,H008723,2020MM12
2184078,M000167,None,554.0,,T001040,T001038,H008723,2021MM01
2184084,M000167,None,744.0,,T001040,T001038,H008723,2021MM02
2184090,M000167,None,756.0,,T001040,T001038,H008723,2021MM03
2184096,M000167,None,684.0,,T001040,T001038,H008723,2021MM04
2184102,M000167,None,754.0,,T001040,T001038,H008723,2021MM05
2184108,M000167,None,1020.0,,T001040,T001038,H008723,2021MM06
2184114,M000167,None,772.0,,T001040,T001038,H008723,2021MM07
2184120,M000167,None,1481.0,,T001040,T001038,H008723,2021MM08
2184126,M000167,None,1627.0,,T001040,T001038,H008723,2021MM09
2184132,M000167,None,1076.0,,T001040,T001038,H008723,2021MM10
2184138,M000167,None,1002.0,,T001040,T001038,H008723,2021MM11
2184144,M000167,None,632.0,,T001040,T001038,H008723,2021MM12
2184156,M000167,None,783.0,,T001040,T001038,H008723,2022MM01
2184162,M000167,None,910.0,,T001040,T001038,H008723,2022MM02
2184168,M000167,None,1051.0,,T001040,T001038,H008723,2022MM03
2184174,M000167,None,850.0,,T001040,T001038,H008723,2022MM04
2184180,M000167,None,1054.0,,T001040,T001038,H008723,2022MM05
2184186,M000167,None,966.0,,T001040,T001038,H008723,2022MM06
2184192,M000167,None,916.0,,T001040,T001038,H008723,2022MM07
2184198,M000167,None,1751.0,,T001040,T001038,H008723,2022MM08
2184204,M000167,None,1826.0,,T001040,T001038,H008723,2022MM09
2184210,M000167,None,1047.0,,T001040,T001038,H008723,2022MM10
2184216,M000167,None,957.0,,T001040,T001038,H008723,2022MM11
2184222,M000167,None,642.0,,T001040,T001038,H008723,2022MM12
2184234,M000167,None,781.0,,T001040,T001038,H008723,2023MM01
2184240,M000167,None,892.0,,T001040,T001038,H008723,2023MM02
2184246,M000167,None,1025.0,,T001040,T001038,H008723,2023MM03
2184252,M000167,None,822.0,,T001040,T001038,H008723,2023MM04
2184258,M000167,None,1063.0,,T001040,T001038,H008723,2023MM05
2184264,M000167,None,1047.0,,T001040,T001038,H008723,2023MM06
2184270,M000167,None,825.0,,T001040,T001038,H008723,2023MM07
2184276,M000167,None,1564.0,,T001040,T001038,H008723,2023MM08
2184282,M000167,None,1424.0,,T001040,T001038,H008723,2023MM09
